"ID_REF"	"WT.GSM130365"	"WT.GSM130366"	"WT.GSM130367"	"KO.GSM130368"	"KO.GSM130369"	"KO.GSM130370"
"100628_at"	1483.3	1620.9	1561.5	1828.6	1657.9	1979.8
"100629_at"	216.8	158.9	356.3	160.1	136.6	120.5
"100630_f_at"	1478.5	1269	1848.6	1143.8	1144.5	1201.7
"100631_r_at"	122.1	127.2	923	210.4	354	120.9
"100632_at"	198.4	373.5	516.1	259.6	287.5	381.1
"100633_at"	765.7	839	615.8	736.7	724.3	730.4
"100634_at"	51.3	52.5	172.7	99.9	96.3	21.9
"100635_at"	1836.4	1870.1	2244.8	2054.4	2139.2	2246.3
"100636_at"	2034.6	1874	2074.4	2321.1	2544.9	2700.9
"100669_at"	63.8	4.2	39.5	2.8	5.1	22.7
"100670_at"	47.4	90.6	25	18.6	12.6	6
"100671_at"	39.7	72.9	35.9	11.1	40.6	20.4
"100672_at"	36.1	2.7	24.5	7.8	1.9	55.3
"100673_f_at"	117.9	92.4	123.1	97.5	129.6	120.4
"100674_f_at"	62.3	49.8	97.1	43.7	84.8	19
"100675_at"	84.5	18.9	79.4	21.9	41.6	23.5
"100676_at"	13.5	65.8	9	12.5	13.1	5.2
"100677_f_at"	104.6	27.2	22.2	167.1	18.8	19.9
"100678_s_at"	21.4	4.4	14.1	14.6	75.7	6.9
"100679_at"	119.1	78.5	94.3	22.1	37.7	18.4
"100680_at"	136.6	66.3	135.6	48	90.2	76.4
"100681_f_at"	22.3	28.3	50.4	38.2	27	58.1
"100682_f_at"	84.9	94.5	54.3	100.1	72.6	95.2
"100683_r_at"	74.6	34.3	225.1	71.4	32.4	53.3
"100684_at"	2244.4	2665	2718.9	1887.8	2284.1	2202.3
"100685_at"	47.9	113	48.4	171.7	101	211.2
"100686_at"	28156.1	27555	32968.9	33003.7	25773	27070.1
"100687_f_at"	69.3	36.2	31.3	64.1	17.9	49.2
"100688_at"	80.7	25	143.4	24.5	53	42
"100689_at"	25.5	13.5	53	23.9	8.2	4
"100690_at"	179	60.9	275.1	224.3	156.3	75.4
"100691_at"	9.3	48.6	9.2	3.9	75.3	3.5
"100692_at"	137.2	35.9	71.9	38.5	46.2	25.2
"100693_at"	204.1	72	150.7	65.9	72.1	72.6
"100694_at"	26801.5	23260.8	36076.3	32643.6	24680.1	23777.5
"100695_at"	5.8	81.7	39.4	28.4	23.2	24.9
"100696_at"	133.7	116.2	164.9	151.4	81.8	146.3
"100697_at"	140.6	77	40.8	111.2	203.8	33
"100698_at"	19.6	8.1	17.6	19.8	29.2	9.4
"100699_at"	14.6	105.7	27.8	300.7	164.4	206.3
"100700_s_at"	272.3	172	40.4	194.4	254.8	172.9
"100701_r_at"	94.9	80.3	134.2	183.2	174.9	252.6
"100702_at"	283.4	238.5	297.2	144.1	257.9	190.8
"100703_at"	122.7	109.1	88.2	35.9	18.5	56.5
"100704_at"	12.2	12.8	98.1	11.9	8.8	11.1
"100705_at"	9.9	20.7	4.9	13.4	9.4	17.3
"100706_f_at"	1358	1225.5	1370.6	712.9	591.8	747.9
"100707_at"	167.7	207.6	76.5	111.4	85.2	104.7
"100708_at"	6527.5	6907.1	6331.4	6566.2	6472.1	6679.3
"100709_at"	141.2	38.2	154.8	29.8	25.8	22.4
"100710_at"	3470.2	3971.9	3333	3951.4	3663.9	4045.8
"100711_at"	12899.5	12677.2	13165.3	12343.5	11078.1	11144.4
"100712_at"	26.1	17	68	82.1	66.3	92.1
"100713_at"	243.4	153.4	204.1	164.9	161.9	104.8
"100714_at"	27	37.8	15.3	25.8	33.4	28.3
"100715_at"	8.1	33.5	6.4	9	39.5	31.8
"100716_at"	28.9	30	49.4	190.4	221.5	157.5
"100717_at"	2428.5	2436	2781.2	1946.3	1620.5	1772.4
"100718_at"	12594.8	12739.6	10472.3	12175.3	12094.9	12911.5
"100719_f_at"	55	56.8	15.6	64.6	92.2	24.2
"100720_at"	19112.6	18802.4	18962.6	20405.6	18541.1	17678.8
"100721_f_at"	16.9	121.5	15.2	19.5	124.4	47.5
"100722_r_at"	49.5	301.3	178.8	30	33.3	272.7
"100723_f_at"	1840.5	1887	2493.4	1975.5	1779.4	1734.2
"100724_at"	39.6	48.6	24.7	63.7	42	61.3
"100725_at"	41.6	113	17.6	51.4	24.7	138.9
"100726_at"	19.6	18.7	25.9	64.3	87.8	19.5
"100727_at"	17329	18761.6	18110.6	20084.9	16902.4	15157.1
"100728_at"	41	44.3	61.8	58	56	46
"100729_at"	12099.5	12028.5	10435.7	10760.4	10322.7	10352.9
"100730_at"	58.9	65.4	121.7	118.1	39.8	70.3
"100731_at"	24.4	96.3	14.1	19.8	38.9	29.8
"100732_at"	17592.7	19163.8	17894.2	19004	18268.5	17306.7
"100733_at"	6971.8	7733	7287.6	7569.6	7268.8	7097.4
"100734_at"	15451.6	14747.2	15280.5	15286.5	14810.7	15292.4
"100735_at"	17.4	17	36.7	14.1	12.1	10.6
"100736_at"	12.8	10.9	21.6	27.8	80.8	20.3
"100737_at"	151.1	81.6	138.3	84.3	106.4	123.7
"100738_at"	43.2	121.5	79.3	44.3	107.7	78
"100739_at"	114.9	7.8	86	15.7	65.8	95.4
"100740_at"	26.7	19.7	33.9	43.3	42.1	27.6
"100741_at"	36.5	50.9	12.1	77.8	56.1	57.4
"100742_at"	332.2	184.6	189	184.2	142.5	159.9
"100743_at"	262.4	242.3	326.6	228.4	177.1	222.6
"100744_at"	46.9	23.2	37.2	23.8	35.3	97.3
"100745_r_at"	20.7	2.8	3.9	2	11.8	17.5
"100746_at"	11.2	25.5	47.9	11.4	28	65.7
"100747_at"	66.2	37.5	145.4	27.3	42.3	44.5
"100748_at"	26.5	4.9	79.9	13.1	10.1	2.8
"100749_at"	164.6	126.9	150.4	138.6	111.1	133.5
"100750_at"	80.4	78.5	83.3	96.7	52.7	43.4
"100751_at"	248.5	180.6	132.3	190.2	225.3	308.4
"100752_at"	25.4	124.2	45.2	17.5	56.3	60.3
"100753_at"	8281.9	7638	7347.1	7611.6	7532.1	7917.1
"100754_at"	20.3	63.4	25.3	12.2	21.6	20.9
"100755_at"	136.4	242.8	308.9	275	322.3	239.3
"100756_r_at"	376.1	372.7	848.3	321.2	346	321.3
"100757_at"	394.9	211.5	139.3	206.3	209.6	199.9
"100758_at"	24108.1	24084.6	25413.9	23982.8	20552.1	20623.4
"100759_at"	346.4	444.3	271.4	47.2	131.5	162.6
"100760_at"	51.3	5	71.3	87.3	27.4	52.1
"100761_at"	8	64.3	18.5	40.3	101.6	58
"100762_at"	39.6	53.2	68.2	50.1	94.7	30.4
"100763_at"	79.9	22.1	80.7	29.8	24.7	15.6
"100764_at"	29.7	137.8	69.1	23	128.4	175
"100765_at"	32.4	34.6	57.2	48.1	72.3	28.7
"100766_at"	35.3	43.5	13	43	35	28.7
"100767_at"	94.4	15.1	18	11.3	10.9	18.2
"100768_at"	67.6	61.2	45.7	126.9	38	16.5
"100769_at"	193.9	74	94.4	68.3	98	84.6
"100771_at"	134.6	69.8	29.7	121.7	221.4	98.4
"100772_g_at"	88.1	76.3	39.4	20.3	95.4	78.1
"100773_at"	12.5	8.2	27.3	10.4	7.2	11.2
"100774_at"	120.8	240.8	24.3	130.2	153.6	43
"100775_at"	340.8	344.4	288.9	172.9	277.3	239.2
"100776_at"	38.8	76.3	63.9	73.9	50.7	52.6
"100778_at"	104.7	138.9	45.3	113.6	184.6	236
"100779_at"	27.3	18.6	37.1	24.5	139.1	31.2
"100780_at"	20269	19657.1	20338.8	21697.8	21274.6	22057.3
"100828_at"	272.1	295.9	248.6	214.2	378.3	330.6
"100839_at"	51.7	61.3	43.8	28.9	51.1	30.6
"100876_at"	731.9	712.2	990.9	635	716.9	532.9
"100877_at"	1296.1	1479	1316.7	1197.8	1109.6	1142
"100878_at"	1068.4	938.8	811	730.7	862.3	950.9
"100879_at"	480.5	456.3	259.1	326.2	284.8	253.8
"100880_at"	109.1	95.7	140.4	138.9	87.1	118.1
"100882_at"	15.2	22.5	19.7	35.3	59.9	72.5
"100883_at"	160.1	145.2	57.5	154	55.4	60.1
"100884_at"	1048	1141.3	1246.4	942.5	874.4	896.5
"100885_at"	1046.2	959.6	972.3	1346.4	1323.2	1326.2
"100886_f_at"	1060.2	963.9	1113.2	736.4	741.1	853.7
"100887_at"	138	167.1	270	211	217.1	219.5
"100888_at"	21.8	21	86.6	54.7	32.7	24.2
"100889_at"	914	1070.7	1003	1194.4	1071.1	1189.4
"100890_at"	586.1	462.7	501.2	482.3	503.4	576.2
"100891_at"	207.2	127.3	124.4	154.1	135.4	104.9
"100892_at"	487.7	442.2	429.7	522.7	453.4	478.5
"100893_at"	663.7	743.6	651.7	792.9	685.7	785.9
"100894_at"	836.7	703.8	661	754.8	581.8	662.9
"100895_at"	546.8	530.2	623.3	554	504.7	552.3
"100896_at"	69.4	53.7	25.9	97.7	29.8	122.2
"100897_f_at"	146.1	232.2	87.7	195.4	240.4	216.7
"100898_r_at"	23.1	29.3	16.7	23.7	12.8	16.7
"100899_s_at"	618	712.9	765.5	779.1	707.4	575.6
"100900_at"	2407.6	2549.6	2073.2	2474.2	2227.6	2365.4
"100901_at"	437.9	316.6	346.9	491.3	504.7	427.2
"100902_at"	305.4	354.4	361.3	466	366.6	439.2
"100903_at"	969.1	1013.3	863.8	1010.2	1001.2	1219.6
"100904_at"	566	505.9	712.7	531.4	620.3	486.9
"100905_at"	534.4	527	387.3	530.4	590.3	655.8
"100906_at"	688.5	659.1	673	849.1	844.7	937.6
"100907_at"	23.1	23.1	33.7	72.3	23.1	22.7
"100908_at"	196.5	158.8	166.9	146.2	172.5	150.6
"100909_at"	314	101.2	344.1	262.4	272.8	212.3
"100910_at"	917.6	1145.7	912.8	981.6	865.1	860.1
"100911_at"	1069.3	1033.7	869.2	849.3	792.8	913.4
"100912_at"	305.6	345.4	229.2	371	393.8	378.5
"100913_at"	146.8	111.1	25.4	28.7	85.1	24.1
"100914_at"	1296.9	966.8	1217.8	4866.9	4658.1	4473.3
"100915_at"	2594.3	2903.5	3685.3	3021.6	3126.3	3315.7
"100916_at"	30.3	73.5	17.9	6.9	7.8	15.1
"100917_at"	378.5	293.2	348	317.1	327.3	251.2
"100920_at"	740.3	638.8	724.8	347	506.2	404.5
"100921_at"	95.2	130.1	29.6	51	21.7	139.7
"100923_at"	1250.5	1129.8	1264.5	994.6	922.6	1048.7
"100924_at"	152.9	23.9	69.2	152.1	124.5	104.1
"100925_at"	51.9	16.9	64.8	10.7	16.7	42.8
"100926_at"	36.9	29.6	101.3	32.2	86	29.8
"100927_at"	1445.7	1456.6	933.6	1168	1330.3	1238.4
"100928_at"	3584.1	3474	3677.1	2535.2	2364.8	2796.3
"100929_at"	164.1	113.5	133.8	154.4	131.4	94.4
"100931_at"	266.4	191.4	220	156.8	196	236.4
"100932_at"	712.1	898.9	1145.4	991.3	900.2	1004.2
"100933_at"	331.5	173.9	138.5	101.3	142.5	122.5
"100935_at"	714.5	790.6	743.3	819.6	722.9	882.6
"100938_at"	116.9	113.4	127.9	166.4	108.5	79.7
"100939_at"	29.7	13.2	34.2	81.8	24.9	12.8
"100941_at"	1767.9	1527.6	1633.7	1682.6	1523.7	1745.8
"100943_at"	263.4	432	373.7	395.6	231.8	375.8
"100944_at"	18.4	38.8	137	10.2	48.4	45.8
"100946_at"	526	458.6	320.8	222	290.4	253.5
"100947_at"	147.6	117.6	63	281.2	190.5	136.5
"100948_at"	987.1	703.7	926.9	657.6	785.9	661.2
"100949_at"	299.2	351.2	401.2	258.9	249.5	276.7
"100951_at"	607.8	650.4	697.3	452.9	498.3	474.1
"100952_at"	153.3	195.4	275	68.3	116	99.9
"100953_at"	1443.7	1547.5	2133.2	1260.2	1079	1175.1
"100954_at"	497.6	568.4	555.8	606.6	639.5	729.7
"100955_at"	724.3	508	507.5	417.8	464.1	467.2
"100956_at"	6	57.4	11.7	51.5	10	5.5
"100957_at"	1104.6	1229.7	872.2	1026.2	1151.7	1222.6
"100958_at"	354.8	284.5	256.7	247.3	289.7	235.1
"100959_at"	385.2	465.1	407.6	1011.8	1018	881.5
"100960_g_at"	509.6	528.6	423.9	742.5	566.1	531.1
"100961_at"	290.7	317.2	200.6	376.1	379.4	399.7
"100962_at"	262.9	248.8	354.4	244	332.2	258.8
"100963_at"	311.7	320.8	265.6	282.5	348.3	356
"100964_at"	560.7	617.6	565.9	598.7	589.7	636.3
"100965_at"	980	968.2	1094.1	922.3	998.3	968.4
"100966_at"	56.9	18.7	110.3	17.5	18.5	64.2
"100967_at"	241.4	313.7	220	109.8	53.6	88.3
"100968_at"	399.8	388.1	413.9	370.3	369	407.7
"100970_at"	960.1	952.9	1031.9	820	852.8	987.4
"100971_at"	22.5	29	32.5	25	20.5	28.9
"100972_s_at"	122.2	224.5	67.8	97.9	125.5	134.5
"100973_i_at"	147.3	78.7	170.4	137.4	124.5	14.9
"100974_at"	781.7	755	829.2	682	752.7	733.7
"100975_f_at"	148.9	69.5	72.1	206.9	75.2	65.2
"100976_at"	538.6	624.1	606.4	479	579.4	490
"100977_at"	1524.3	1672.1	1331.4	882	1121.2	1125.4
"100978_at"	304.4	386.7	376.2	393.6	333.6	293.9
"100979_at"	1256	1304.3	1162	1362.7	1733.8	1725.8
"100980_at"	296.8	213.5	242.4	244.5	258.4	261.7
"100981_at"	63.6	11.6	37.2	19.4	9.7	34.7
"100982_at"	82.9	213.3	216	197.8	180.1	214.6
"100983_at"	290.8	205.3	321.5	258.7	251.8	213.9
"100984_at"	1359.2	1613.1	1453.5	1139.4	1235	1352.2
"100985_at"	174.6	83.6	209.3	234.5	280.5	353.2
"100986_at"	327.4	398.9	398	314.2	276.6	280.7
"100987_f_at"	498.1	392.3	637.5	738.4	618.8	540.3
"100988_at"	559.6	634.1	600.8	550.6	443	516
"100989_at"	441.5	498.4	490.2	369.9	463.9	396.7
"100990_g_at"	434.1	463.5	464.2	386.1	368.5	383.6
"100991_at"	246.6	283.9	301.1	206.9	232.3	99.3
"100992_at"	3066.2	3336.9	3103.5	1903.2	1943	2126.4
"100994_at"	180.6	313.1	294.4	205.8	212.7	234.3
"100995_at"	10.9	24.1	10.1	75	19.7	64.7
"100996_at"	15.1	10.5	53.1	34.9	22.2	17.8
"100997_at"	117.2	137.9	65.2	88.7	124.4	92.4
"100998_at"	39.2	48.6	244.5	176.3	83.5	138.8
"101000_at"	678.6	832.5	847.3	576.4	749.3	666.1
"101001_at"	346.9	312.5	394.1	232.2	233.6	239
"101002_at"	1529.2	1725.8	1592.6	1092	1643.2	1177.8
"101003_at"	225.7	227.8	241	250.4	227.5	239.4
"101004_f_at"	2106.2	1818.7	1429	1531.7	1648.4	1890.5
"101006_at"	214	283.3	184.1	284.7	338.9	340.1
"101007_at"	873.6	1036.8	1015.1	877.2	836.2	850.5
"101008_at"	598.7	687	656.4	538.5	566	516.1
"101009_at"	1394.7	1400.3	1336.7	764.7	582.4	847.9
"101010_at"	186.3	28.1	201.9	129.9	49.8	101
"101011_at"	5739	6462	6131.6	6354.6	5819.2	5729
"101013_at"	9344.1	9523.5	9958.8	10478.1	9624.7	9454.2
"101014_at"	76	58.6	112.1	30.3	38.4	68
"101015_s_at"	17.8	57.5	33.6	121.7	30.7	61.4
"101016_at"	11272.1	11276.3	12811	13282.4	12392.3	11927.5
"101017_at"	1076.4	1465.3	1094.8	1242.8	2139.3	1524.5
"101019_at"	81.1	84.9	119.9	86.3	96.7	14.2
"101020_at"	20.1	15.8	17.2	7.3	21.6	14.2
"101022_at"	197.1	130.8	145.2	91.7	93.8	41.9
"101023_f_at"	650.8	724.7	628	712.5	627.2	662.5
"101024_i_at"	68.1	64.9	85	79.1	86.2	70.6
"101025_f_at"	163.3	203.9	375.1	341.1	207.9	260.7
"101026_at"	78.8	28.4	17	34.5	41.8	26.2
"101027_s_at"	1322.3	1719.6	1852.6	1530	1222.8	1205
"101028_i_at"	29	5.5	7.9	4.4	5.5	4.8
"101029_f_at"	561.9	668.6	567.5	454.9	568.8	519.2
"101030_at"	1043.7	1082.4	992.4	689.6	716.7	797.4
"101031_at"	435.4	462.6	501.7	452.9	377.6	476.7
"101033_at"	200	105.1	272.5	99.2	171	90
"101034_at"	589	659.2	708.8	843.6	1183.2	965.7
"101035_at"	1050.8	1172.5	1111.2	1057.4	1105.7	1194.2
"101036_at"	701.3	498.6	594.4	311.4	478.5	426.7
"101037_at"	205.9	103.7	57	77.6	106.5	43.5
"101039_at"	1268.9	1295.5	1351.4	1454.4	1214.5	1290.2
"101040_at"	585.2	534.7	494.2	283.3	304.1	375.4
"101041_at"	30.1	40.3	37.5	14.4	25	22.3
"101042_f_at"	375.8	423.2	243.1	360.7	434.9	378.2
"101043_f_at"	34.5	61.5	40.9	84.8	27	50.7
"101044_at"	633.1	740.3	598.7	791.8	683.8	710.9
"101045_at"	676.5	639.4	637.8	971.7	874.5	924
"101046_at"	159.7	152	62	145.5	19.1	124.7
"101047_at"	1546	2136.8	1771.1	373.8	542.2	472.5
"101048_at"	3.7	2.3	8.3	6.9	7.4	9.2
"101049_at"	202.7	245.5	374.4	169.5	112.5	401.8
"101050_at"	555	503.4	553.3	569.1	644.7	546.6
"101051_at"	162.4	254	252.3	322.8	210	231.6
"101052_g_at"	50.8	15.4	19.8	16.8	10.5	14.3
"101053_at"	2152.1	1751.9	2145.4	2136.8	2056.5	2154.4
"101054_at"	222.7	233.8	292	352.6	412.1	333.4
"101055_at"	825.8	814.2	803.6	684.3	518.6	644.1
"101056_at"	1515.1	1382.7	1558.5	1201.9	1610.6	1673.5
"101057_at"	795.7	927.5	1081.7	755.1	685.9	782.6
"101058_at"	16.2	3.9	45.4	24.2	2.7	2.2
"101059_at"	264.6	259.9	206.9	271.6	387.8	375.8
"101060_at"	2413	2064	1540.6	1570.3	1905.1	2696.6
"101061_at"	1540	1757.5	1489.4	1404.5	1527.8	1636.7
"101062_at"	137.3	146.6	41.5	198.4	157.1	36.9
"101063_at"	32.9	31.1	13.2	7	72.3	7.5
"101064_at"	1203.2	1587.8	1186.8	1299.5	1478.3	1266.1
"101065_at"	4550.3	4591.6	4448.8	4507	4562	4687.4
"101067_at"	1616.9	1532.5	1466.5	1388.2	1270.6	1482.8
"101068_at"	590	576.4	721.2	729.7	600.8	515.3
"101069_g_at"	10858.9	10268.7	10120.8	10367.3	9192	8835.7
"101070_at"	2251.9	2297.3	2029.6	1851.1	1840.6	1964
"101071_at"	114.2	54.4	21.3	10.5	54.3	70.6
"101072_at"	2015.4	1890.6	2304.6	2209.6	2619	2114.9
"101073_at"	1044.7	953.1	1023.4	804.3	829.4	893.5
"101074_at"	389.1	410.5	563.2	390.3	360.9	621.2
"101075_f_at"	47.4	61.9	33.8	5.4	35.6	31.2
"101076_r_at"	70.3	56.7	52.5	84.2	72.3	24.1
"101077_at"	193.6	21	118.9	66.9	145.5	163.6
"101078_at"	5551.7	6344.7	7097.8	6009.2	5896.3	5551.1
"101079_at"	780.7	818	547.3	541.5	715.1	615.9
"101080_at"	207.5	128.4	247.3	118.9	89.6	141.3
"101081_at"	1331.9	1263.8	1350.9	1169.3	1222.4	1195.3
"101082_at"	349.2	284.4	331.1	365.5	473.6	462.4
"101083_s_at"	1244.3	1504.7	1386.6	1675.6	1379.7	1510.4
"101084_f_at"	424.6	484.3	549.1	566.3	489	558.3
"101085_at"	958	835.1	955.4	974.6	921.6	1075.8
"101086_f_at"	6989.7	7466	7336.9	7802	6922.1	6751.5
"101087_r_at"	35.8	73.7	107.5	24.2	37.5	39.6
"101088_f_at"	4768.4	6845.3	4800.7	5193.1	5001.8	5916.7
"101089_at"	46.4	20.7	79.4	17	11.3	18.3
"101090_at"	173.8	99.3	181.9	128.9	86.2	137.5
"101091_at"	3587	3404.5	3411.4	3798.5	3457.9	3426.1
"101093_at"	1176.4	1110.3	957.4	1050.5	1205.4	1340
"101094_at"	361.2	401.9	232.6	369.8	421.8	486.9
"101095_at"	173.6	134.7	37.5	91.8	74.7	167.6
"101096_s_at"	1524.9	1628.8	1159.1	1500.5	1520	1497.3
"101097_at"	1138.8	1458.7	1031.9	1216.4	993.1	910.3
"101099_at"	12.3	28.3	13.4	12.3	10.2	3.6
"101101_at"	1271.4	1415.8	1015.4	1203.5	1191.3	1287.6
"101102_at"	495.7	668.8	414.7	549.8	621.9	674.1
"101103_at"	68	62.8	102.2	127.1	65.1	126.3
"101104_at"	585.5	430	442.2	630.9	623.3	537.5
"101105_at"	6315.2	6343.7	5943.3	5674.7	5678.8	4989.1
"101106_at"	2991.6	3225	3096.2	3704.8	3308.2	3853
"101107_at"	1074.8	1055.7	981.3	936.1	1077.3	1349.4
"101108_at"	1042.4	1096.8	958.3	839	918.4	971.3
"101109_at"	2188.9	2180	2056.4	1663.6	1922.7	1948
"101110_at"	427	84.2	141.2	120.1	306.7	93.1
"101111_at"	407	297.6	427.2	285.9	458.7	246.4
"101112_g_at"	1876	1540.7	1787.2	1868.8	2136	2179
"101113_at"	1930	1715.9	2124.5	2079	2031.8	2111.1
"101114_at"	54.5	83.3	93.8	140	32.6	29.2
"101115_at"	38.2	36.8	40.2	64.4	44.9	81.5
"101116_at"	7.5	4.2	15.1	27.6	7.7	21.1
"101117_at"	7.6	9.1	13.4	15	7.2	12.1
"101118_at"	17.2	84.6	6.2	55.7	95	19.2
"101119_at"	104.2	46.6	71.5	102.7	23.6	50.9
"101120_at"	19.2	17.5	95.1	13.1	28	13.1
"101121_at"	8.4	11.9	41.9	7.3	12.9	11.7
"101122_at"	57.5	109.5	31.7	151.9	104.5	85.9
"101123_at"	764.2	942.8	416.4	538.3	723.5	580.8
"101124_at"	10.7	50.8	18.8	20.2	11.9	24.4
"101125_at"	2.2	25.5	5.8	7.6	2.6	6.2
"101126_r_at"	5.9	17.4	28.2	3.8	13.4	6.2
"101127_at"	21.5	19.8	57.1	34.8	153.2	60.3
"101128_at"	38.8	46.7	68.5	21.9	29.2	27.9
"101129_at"	20350.2	20621.1	19590.1	17128.1	19092.2	18956.8
"101130_at"	424.3	529.2	692.2	522.5	497.9	525.5
"101131_at"	206.8	342.5	320	246.6	308.1	173.1
"101132_at"	7.2	3.8	10	11.6	15.9	10.4
"101133_at"	20.2	36.6	25.2	28.7	32.1	21.7
"101134_at"	13.9	10.2	20.7	10.5	3.6	11.1
"101135_at"	8.7	8.4	54.7	9.7	28	12.9
"101136_at"	31.6	123.8	35	75.7	108.3	34.3
"101137_at"	21857.6	21921.7	21430.2	19591.9	18213.5	17490.2
"101138_at"	163.4	22.1	82	30	119.3	28.3
"101139_r_at"	73.3	4.4	58.8	15.6	40.8	9.9
"101140_at"	118.3	143	97.7	105.7	139.3	95.3
"101141_at"	165.2	52.8	46.5	65.1	107.4	63.9
"101142_at"	24.2	28.7	23.5	9.8	73.2	17.2
"101143_at"	112.8	256.1	194.9	147.1	228.8	146.4
"101144_at"	37.9	48.8	30	11.2	53.1	67.8
"101145_at"	165.9	139	89	49.7	57.2	52.1
"101146_at"	48	142.8	358.7	140.2	66.6	144
"101147_at"	93.7	64.1	123.2	11.1	71.4	73
"101148_at"	361.1	341.5	435.3	360	300.4	415.7
"101149_at"	7.2	11.1	12	16.6	5.6	5.2
"101150_at"	162.3	248.5	160.7	217	113.9	188.1
"101151_at"	33	26.9	28.4	18.1	22.9	18.2
"101152_at"	467.1	483.8	542	454	463.6	427.2
"101153_at"	7.5	19.1	6	65.9	19.9	21.3
"101154_at"	7.2	22.5	69.2	8.9	6.3	3.1
"101155_at"	22.5	25.1	80.6	15.1	28.4	14.7
"101156_at"	5.1	5	7.2	5.3	12	3.7
"101157_at"	396.8	287.4	453.6	343.2	416.9	404.2
"101158_at"	142	127	135.5	88.8	124.2	71.1
"101159_at"	122.7	6.3	24.1	73	81.2	105.2
"101160_at"	78.9	50.3	17.6	23.5	67	12.1
"101161_at"	187.8	219.3	348.5	297.9	255.6	266.8
"101162_at"	10.8	1.9	13.5	70.8	12.9	10.5
"101163_at"	29.3	18.3	29.9	32.6	18.7	39.7
"101164_at"	61.8	53.9	88.3	5.5	17	6.3
"101165_at"	1015.5	1003.3	1504.6	1045.6	1232.4	860.4
"101166_at"	17.8	10.3	23.8	25.5	26.1	10
"101167_at"	57.5	22.9	49.2	100.4	52.7	16
"101168_at"	90.3	94.4	75.3	23.5	199.9	73.9
"101169_at"	80.1	130.2	43.5	30.9	40.6	48.6
"101170_at"	16.7	16.8	6.5	12	32.5	12.7
"101171_at"	23.4	8.6	25.7	32.3	26	39
"101172_at"	46.2	81.4	39.3	47.1	28.8	25.6
"101173_at"	20.3	108.1	18.4	51.5	87.9	22.1
"101174_at"	115.1	84.4	148.9	79.6	83.6	34.5
"101175_at"	12.6	18.8	16	8.1	10.8	64.8
"101176_at"	12.2	22.3	16.8	12.4	8	23.7
"101177_at"	195.1	148.4	34	286.4	254.5	49.5
"101178_at"	69.1	125.8	26.6	11.4	39	12.8
"101179_at"	1811	1577.5	1922.2	1705.6	1595.5	1647.6
"101180_at"	203.3	236.2	257.8	449.4	438.7	468.3
"101181_at"	37.9	95.9	42.4	85.7	41.2	109.5
"101182_at"	166.3	190.3	149.8	142.7	39.2	112.1
"101183_at"	158.8	142.1	38.1	31	93.9	13.5
"101184_at"	2.5	4.1	43.9	70.8	45.7	10.3
"101185_at"	422.8	313.1	477.5	366.1	366.7	319.1
"101186_at"	74.1	30.9	10.9	70.8	52.8	42.9
"101187_at"	24.8	39.7	47.8	22.4	182.2	59.8
"101188_at"	75.6	12.2	90.6	16.7	11.7	6
"101189_at"	100.8	9.8	112.7	76.3	32.4	28.8
"101190_at"	25.5	25.5	11.2	60.6	8.8	14.2
"101191_at"	93.4	95.9	154.1	74.7	18.1	51.5
"101192_at"	18.4	21.5	38.1	32	33.8	11.3
"101193_at"	31.2	5.8	15.5	73.6	66.9	9.9
"101194_at"	474.6	436.8	438.7	255.3	397.4	318.9
"101195_at"	14	14.3	9.4	10.4	50.9	17.1
"101196_at"	370	349.8	487.9	473.6	474.3	488.5
"101197_at"	10.8	11.3	15.7	19.2	14.8	19.8
"101198_at"	525.4	104.6	131	183.4	126.7	116.1
"101199_at"	14.5	86.5	41.9	9.9	27	27.3
"101200_at"	16.6	13.7	16.1	6.5	13.1	9.4
"101201_r_at"	49.2	7.1	4.5	14	21.6	1.9
"101202_at"	20	4.1	14.6	19.8	92.4	4.9
"101203_r_at"	2.5	30	5.5	3.2	33.6	7.4
"101204_at"	18.9	13.7	44.9	15.6	15.8	12.6
"101205_at"	1.6	7.1	4.1	64.8	4.6	7
"101206_at"	166.1	80	6	78.5	126.2	21.8
"101207_at"	30690.9	30814.1	31255	32843.3	29812.9	28519.1
"101208_at"	31.5	109.3	59.2	61.9	18.8	27.4
"101209_at"	71.3	65.5	82.2	39.4	9.8	55.7
"101210_at"	97.1	145.5	207.2	165.1	199	81.7
"101211_at"	7.2	2.8	14	63.5	4.6	3.6
"101212_at"	17787.3	18421.4	18217.2	17323.8	16424.1	16143.9
"101213_at"	30114.5	29471.9	33385.9	32198.7	27643.9	26638
"101214_f_at"	16432.9	16779.8	17682.8	16368.6	14275.3	14828.4
"101215_at"	21.7	15.7	33.8	50.6	38.2	72.1
"101216_at"	24.8	31	50.2	144.9	223.5	93.4
"101217_at"	203.6	126.4	201.2	110.4	106.1	93.4
"101218_at"	55	99	56.1	123.3	137.6	51.7
"101219_at"	76.6	138.5	52.4	52.5	54.9	30.8
"101220_at"	29.6	114	73.1	18.4	20.4	29.6
"101221_at"	59.6	139.3	107.3	142.7	100.8	119.2
"101222_f_at"	446.8	500.6	576.8	539.8	495.4	365.8
"101223_r_at"	7.7	24.4	6.9	16.5	18.7	4.3
"101224_at"	13.5	55.1	15.3	15.7	7.5	22.5
"101225_at"	213.9	289.7	301.1	272.9	184.8	261.5
